date,time,hour,tempF,temp
9/22/2018,6:53:00,6,79,26.11111111
9/22/2018,7:07:00,7,79,26.11111111
9/22/2018,7:27:00,7,78,25.55555556
9/22/2018,7:51:00,7,79,26.11111111
9/22/2018,7:53:00,7,78,25.55555556
9/22/2018,8:53:00,8,78,25.55555556
9/22/2018,9:53:00,9,80,26.66666667
9/22/2018,10:53:00,10,82,27.77777778
9/22/2018,11:53:00,11,85,29.44444444
9/22/2018,12:51:00,12,86,30
9/22/2018,12:53:00,12,86,30
9/22/2018,13:44:00,13,83,28.33333333
9/22/2018,13:49:00,13,81,27.22222222
9/22/2018,13:53:00,13,82,27.77777778
9/22/2018,14:26:00,14,78,25.55555556
9/22/2018,14:37:00,14,74,23.33333333
9/22/2018,14:53:00,14,75,23.88888889
9/22/2018,15:00:00,15,75,23.88888889
9/22/2018,15:17:00,15,75,23.88888889
9/22/2018,15:53:00,15,76,24.44444444
9/22/2018,16:22:00,16,76,24.44444444
9/22/2018,16:53:00,16,76,24.44444444
9/22/2018,17:53:00,17,76,24.44444444
9/22/2018,18:53:00,18,76,24.44444444
9/22/2018,19:53:00,19,77,25
9/22/2018,20:53:00,20,77,25
9/22/2018,21:53:00,21,77,25
9/22/2018,22:47:00,22,77,25
9/22/2018,22:53:00,22,78,25.55555556
9/22/2018,23:24:00,23,77,25
9/22/2018,23:27:00,23,76,24.44444444
9/22/2018,23:35:00,23,75,23.88888889
9/22/2018,23:38:00,23,75,23.88888889
9/22/2018,23:46:00,23,75,23.88888889
9/22/2018,23:53:00,23,75,23.88888889
9/23/2018,0:37:00,0,75,23.88888889
9/23/2018,0:51:00,0,75,23.88888889
9/23/2018,0:53:00,0,75,23.88888889
9/23/2018,1:06:00,1,76,24.44444444
9/23/2018,1:09:00,1,76,24.44444444
9/23/2018,1:38:00,1,74,23.33333333
9/23/2018,1:53:00,1,74,23.33333333
9/23/2018,2:00:00,2,73,22.77777778
9/23/2018,2:14:00,2,73,22.77777778
9/23/2018,2:28:00,2,73,22.77777778
9/23/2018,2:53:00,2,72,22.22222222
9/23/2018,3:00:00,3,72,22.22222222
9/23/2018,3:10:00,3,72,22.22222222
9/23/2018,3:53:00,3,72,22.22222222
9/23/2018,4:12:00,4,72,22.22222222
9/23/2018,4:53:00,4,72,22.22222222
9/23/2018,5:53:00,5,72,22.22222222
9/23/2018,6:53:00,6,71,21.66666667
9/23/2018,7:53:00,7,72,22.22222222
9/23/2018,8:00:00,8,72,22.22222222
9/23/2018,8:53:00,8,74,23.33333333
9/23/2018,9:53:00,9,77,25
9/23/2018,10:53:00,10,81,27.22222222
9/23/2018,11:53:00,11,82,27.77777778
9/23/2018,12:53:00,12,82,27.77777778
9/23/2018,13:53:00,13,84,28.88888889
9/23/2018,14:53:00,14,84,28.88888889
9/23/2018,15:53:00,15,83,28.33333333
9/23/2018,16:53:00,16,82,27.77777778
9/23/2018,17:53:00,17,80,26.66666667
9/23/2018,18:53:00,18,78,25.55555556
9/23/2018,19:53:00,19,78,25.55555556
9/23/2018,20:53:00,20,77,25
9/23/2018,21:53:00,21,77,25
9/23/2018,22:53:00,22,76,24.44444444
9/23/2018,23:53:00,23,74,23.33333333
9/24/2018,0:53:00,0,72,22.22222222
9/24/2018,1:53:00,1,72,22.22222222
9/24/2018,2:53:00,2,72,22.22222222
9/24/2018,3:53:00,3,71,21.66666667
9/24/2018,4:53:00,4,71,21.66666667
9/24/2018,5:53:00,5,70,21.11111111
9/24/2018,6:53:00,6,71,21.66666667
9/24/2018,7:53:00,7,76,24.44444444
9/24/2018,8:53:00,8,80,26.66666667
9/24/2018,9:53:00,9,82,27.77777778
9/24/2018,10:53:00,10,84,28.88888889
9/24/2018,11:53:00,11,86,30
9/24/2018,12:53:00,12,87,30.55555556
9/24/2018,13:53:00,13,88,31.11111111
9/24/2018,14:53:00,14,87,30.55555556
9/24/2018,15:53:00,15,88,31.11111111
9/24/2018,16:53:00,16,86,30
9/24/2018,17:53:00,17,84,28.88888889
9/24/2018,18:53:00,18,81,27.22222222
9/24/2018,19:53:00,19,79,26.11111111
9/24/2018,20:53:00,20,78,25.55555556
9/24/2018,21:53:00,21,77,25
9/24/2018,22:53:00,22,77,25
9/24/2018,23:53:00,23,76,24.44444444
9/25/2018,0:53:00,0,76,24.44444444
9/25/2018,1:53:00,1,76,24.44444444
9/25/2018,2:53:00,2,76,24.44444444
9/25/2018,3:53:00,3,77,25
9/25/2018,4:53:00,4,77,25
9/25/2018,5:53:00,5,76,24.44444444
9/25/2018,6:53:00,6,78,25.55555556
9/25/2018,7:22:00,7,79,26.11111111
9/25/2018,7:33:00,7,76,24.44444444
9/25/2018,7:53:00,7,76,24.44444444
9/25/2018,8:53:00,8,78,25.55555556
9/25/2018,9:53:00,9,82,27.77777778
9/25/2018,10:53:00,10,79,26.11111111
9/25/2018,11:53:00,11,83,28.33333333
9/25/2018,12:53:00,12,87,30.55555556
9/25/2018,13:53:00,13,88,31.11111111
9/25/2018,14:53:00,14,88,31.11111111
9/25/2018,15:53:00,15,86,30
9/25/2018,16:53:00,16,86,30
9/25/2018,17:53:00,17,83,28.33333333
9/25/2018,18:53:00,18,82,27.77777778
9/25/2018,19:53:00,19,81,27.22222222
9/25/2018,20:53:00,20,79,26.11111111
9/25/2018,21:53:00,21,80,26.66666667
9/25/2018,22:53:00,22,79,26.11111111
9/25/2018,23:53:00,23,79,26.11111111
9/26/2018,0:53:00,0,78,25.55555556
9/26/2018,1:53:00,1,78,25.55555556
9/26/2018,2:53:00,2,78,25.55555556
9/26/2018,3:53:00,3,78,25.55555556
9/26/2018,4:05:00,4,76,24.44444444
9/26/2018,4:14:00,4,74,23.33333333
9/26/2018,4:15:00,4,74,23.33333333
9/26/2018,4:18:00,4,74,23.33333333
9/26/2018,4:26:00,4,74,23.33333333
9/26/2018,4:41:00,4,74,23.33333333
9/26/2018,4:45:00,4,74,23.33333333
9/26/2018,4:53:00,4,74,23.33333333
9/26/2018,5:53:00,5,75,23.88888889
9/26/2018,6:53:00,6,75,23.88888889
9/26/2018,7:53:00,7,79,26.11111111
9/26/2018,8:53:00,8,82,27.77777778
9/26/2018,9:53:00,9,84,28.88888889
9/26/2018,10:53:00,10,87,30.55555556
9/26/2018,11:49:00,11,90,32.22222222
9/26/2018,11:53:00,11,88,31.11111111
9/26/2018,12:29:00,12,78,25.55555556
9/26/2018,12:53:00,12,78,25.55555556
9/26/2018,13:53:00,13,79,26.11111111
9/26/2018,14:53:00,14,80,26.66666667
9/26/2018,15:53:00,15,78,25.55555556
9/26/2018,16:53:00,16,79,26.11111111
9/26/2018,17:53:00,17,79,26.11111111
9/26/2018,18:49:00,18,79,26.11111111
9/26/2018,18:53:00,18,78,25.55555556
9/26/2018,19:30:00,19,78,25.55555556
9/26/2018,19:53:00,19,78,25.55555556
9/26/2018,20:53:00,20,78,25.55555556
9/26/2018,21:53:00,21,77,25
9/26/2018,22:53:00,22,77,25
9/26/2018,23:53:00,23,77,25
9/27/2018,0:51:00,0,77,25
9/27/2018,0:53:00,0,77,25
9/27/2018,1:53:00,1,75,23.88888889
9/27/2018,2:45:00,2,75,23.88888889
9/27/2018,2:53:00,2,75,23.88888889
9/27/2018,3:14:00,3,75,23.88888889
9/27/2018,3:34:00,3,75,23.88888889
9/27/2018,3:53:00,3,74,23.33333333
9/27/2018,4:53:00,4,73,22.77777778
9/27/2018,5:18:00,5,73,22.77777778
9/27/2018,5:53:00,5,73,22.77777778
9/27/2018,6:53:00,6,72,22.22222222
9/27/2018,7:03:00,7,72,22.22222222
9/27/2018,7:53:00,7,71,21.66666667
9/27/2018,8:53:00,8,72,22.22222222
9/27/2018,9:33:00,9,73,22.77777778
9/27/2018,9:53:00,9,75,23.88888889
9/27/2018,10:53:00,10,76,24.44444444
9/27/2018,11:23:00,11,78,25.55555556
9/27/2018,11:53:00,11,78,25.55555556
9/27/2018,12:53:00,12,81,27.22222222
9/27/2018,13:30:00,13,80,26.66666667
9/27/2018,13:53:00,13,80,26.66666667
9/27/2018,14:53:00,14,79,26.11111111
9/27/2018,15:37:00,15,79,26.11111111
9/27/2018,15:53:00,15,79,26.11111111
9/27/2018,16:53:00,16,78,25.55555556
9/27/2018,17:53:00,17,78,25.55555556
9/27/2018,18:53:00,18,77,25
9/27/2018,19:43:00,19,75,23.88888889
9/27/2018,19:53:00,19,75,23.88888889
9/27/2018,20:43:00,20,73,22.77777778
9/27/2018,20:53:00,20,73,22.77777778
9/27/2018,21:53:00,21,72,22.22222222
9/27/2018,22:53:00,22,72,22.22222222
9/27/2018,23:53:00,23,71,21.66666667
9/28/2018,0:53:00,0,70,21.11111111
9/28/2018,1:51:00,1,70,21.11111111
9/28/2018,1:53:00,1,70,21.11111111
9/28/2018,2:18:00,2,70,21.11111111
9/28/2018,2:53:00,2,70,21.11111111
9/28/2018,3:53:00,3,70,21.11111111
9/28/2018,4:22:00,4,70,21.11111111
9/28/2018,4:51:00,4,70,21.11111111
9/28/2018,4:53:00,4,70,21.11111111
9/28/2018,5:53:00,5,71,21.66666667
9/28/2018,6:15:00,6,71,21.66666667
9/28/2018,6:34:00,6,71,21.66666667
9/28/2018,6:53:00,6,72,22.22222222
9/28/2018,7:53:00,7,73,22.77777778
9/28/2018,8:53:00,8,74,23.33333333
9/28/2018,9:53:00,9,76,24.44444444
9/28/2018,10:13:00,10,76,24.44444444
9/28/2018,10:53:00,10,78,25.55555556
9/28/2018,11:53:00,11,80,26.66666667
9/28/2018,12:51:00,12,81,27.22222222
9/28/2018,12:53:00,12,80,26.66666667
9/28/2018,13:53:00,13,82,27.77777778
9/28/2018,14:41:00,14,83,28.33333333
9/28/2018,14:53:00,14,83,28.33333333
9/28/2018,15:53:00,15,82,27.77777778
9/28/2018,16:53:00,16,80,26.66666667
9/28/2018,17:53:00,17,79,26.11111111
9/28/2018,18:53:00,18,78,25.55555556
9/28/2018,19:53:00,19,77,25
9/28/2018,20:53:00,20,77,25
9/28/2018,21:53:00,21,78,25.55555556
9/28/2018,22:53:00,22,78,25.55555556
9/28/2018,23:10:00,23,77,25
9/28/2018,23:51:00,23,77,25
9/28/2018,23:53:00,23,77,25
9/29/2018,0:53:00,0,77,25
9/29/2018,1:23:00,1,77,25
9/29/2018,1:46:00,1,77,25
9/29/2018,1:53:00,1,77,25
9/29/2018,2:40:00,2,76,24.44444444
9/29/2018,2:53:00,2,77,25
9/29/2018,3:53:00,3,76,24.44444444
9/29/2018,4:53:00,4,77,25
9/29/2018,5:53:00,5,77,25
9/29/2018,6:24:00,6,77,25
9/29/2018,6:53:00,6,76,24.44444444
9/29/2018,7:09:00,7,76,24.44444444
9/29/2018,7:18:00,7,76,24.44444444
9/29/2018,7:51:00,7,73,22.77777778
9/29/2018,7:53:00,7,74,23.33333333
9/29/2018,8:21:00,8,73,22.77777778
9/29/2018,8:53:00,8,73,22.77777778
9/29/2018,9:53:00,9,74,23.33333333
9/29/2018,10:49:00,10,73,22.77777778
9/29/2018,10:53:00,10,74,23.33333333
9/29/2018,11:53:00,11,74,23.33333333
9/29/2018,12:53:00,12,76,24.44444444
9/29/2018,13:53:00,13,77,25
9/29/2018,14:53:00,14,78,25.55555556
9/29/2018,15:53:00,15,77,25
9/29/2018,16:41:00,16,78,25.55555556
9/29/2018,16:53:00,16,78,25.55555556
9/29/2018,17:53:00,17,77,25
9/29/2018,18:53:00,18,76,24.44444444
9/29/2018,19:53:00,19,76,24.44444444
9/29/2018,20:16:00,20,76,24.44444444
9/29/2018,20:53:00,20,76,24.44444444
9/29/2018,21:53:00,21,76,24.44444444
9/29/2018,22:53:00,22,75,23.88888889
9/29/2018,23:53:00,23,75,23.88888889
9/30/2018,0:53:00,0,74,23.33333333
9/30/2018,1:53:00,1,74,23.33333333
9/30/2018,2:12:00,2,74,23.33333333
9/30/2018,2:35:00,2,74,23.33333333
9/30/2018,2:53:00,2,74,23.33333333
9/30/2018,3:53:00,3,74,23.33333333
9/30/2018,4:53:00,4,74,23.33333333
9/30/2018,5:53:00,5,75,23.88888889
9/30/2018,6:53:00,6,75,23.88888889
9/30/2018,7:51:00,7,75,23.88888889
9/30/2018,7:53:00,7,76,24.44444444
9/30/2018,8:51:00,8,79,26.11111111
9/30/2018,8:53:00,8,78,25.55555556
9/30/2018,9:51:00,9,79,26.11111111
9/30/2018,9:53:00,9,79,26.11111111
9/30/2018,10:51:00,10,81,27.22222222
9/30/2018,10:53:00,10,81,27.22222222
9/30/2018,11:53:00,11,81,27.22222222
9/30/2018,12:53:00,12,82,27.77777778
9/30/2018,13:53:00,13,82,27.77777778
9/30/2018,14:53:00,14,79,26.11111111
9/30/2018,15:53:00,15,78,25.55555556
9/30/2018,16:51:00,16,77,25
9/30/2018,16:53:00,16,77,25
9/30/2018,17:12:00,17,75,23.88888889
9/30/2018,17:51:00,17,73,22.77777778
9/30/2018,17:53:00,17,73,22.77777778
9/30/2018,18:53:00,18,73,22.77777778
9/30/2018,19:53:00,19,74,23.33333333
9/30/2018,20:53:00,20,73,22.77777778
9/30/2018,21:53:00,21,75,23.88888889
9/30/2018,22:53:00,22,76,24.44444444
9/30/2018,23:53:00,23,76,24.44444444
10/1/2018,0:53:00,0,76,24.44444444
10/1/2018,1:53:00,1,76,24.44444444
10/1/2018,2:53:00,2,75,23.88888889
10/1/2018,3:53:00,3,75,23.88888889
10/1/2018,4:53:00,4,75,23.88888889
10/1/2018,5:26:00,5,75,23.88888889
10/1/2018,5:53:00,5,76,24.44444444
10/1/2018,6:53:00,6,76,24.44444444
10/1/2018,7:53:00,7,78,25.55555556
10/1/2018,8:27:00,8,78,25.55555556
10/1/2018,8:30:00,8,78,25.55555556
10/1/2018,8:32:00,8,78,25.55555556
10/1/2018,8:49:00,8,73,22.77777778
10/1/2018,8:51:00,8,73,22.77777778
10/1/2018,8:53:00,8,72,22.22222222
10/1/2018,8:55:00,8,72,22.22222222
10/1/2018,9:08:00,9,72,22.22222222
10/1/2018,9:19:00,9,72,22.22222222
10/1/2018,9:21:00,9,72,22.22222222
10/1/2018,9:53:00,9,72,22.22222222
10/1/2018,10:49:00,10,73,22.77777778
10/1/2018,10:53:00,10,74,23.33333333
10/1/2018,11:36:00,11,75,23.88888889
10/1/2018,11:53:00,11,75,23.88888889
10/1/2018,12:53:00,12,78,25.55555556
10/1/2018,13:53:00,13,81,27.22222222
10/1/2018,14:53:00,14,82,27.77777778
10/1/2018,15:34:00,15,80,26.66666667
10/1/2018,15:53:00,15,80,26.66666667
10/1/2018,16:53:00,16,79,26.11111111
10/1/2018,17:53:00,17,78,25.55555556
10/1/2018,18:53:00,18,77,25
10/1/2018,19:53:00,19,76,24.44444444
10/1/2018,20:53:00,20,76,24.44444444
10/1/2018,21:53:00,21,75,23.88888889
10/1/2018,22:53:00,22,74,23.33333333
10/1/2018,23:53:00,23,74,23.33333333
10/2/2018,0:53:00,0,74,23.33333333
10/2/2018,1:53:00,1,73,22.77777778
10/2/2018,2:53:00,2,73,22.77777778
10/2/2018,3:18:00,3,73,22.77777778
10/2/2018,3:23:00,3,73,22.77777778
10/2/2018,3:53:00,3,74,23.33333333
10/2/2018,4:53:00,4,74,23.33333333
10/2/2018,5:10:00,5,74,23.33333333
10/2/2018,5:53:00,5,74,23.33333333
10/2/2018,6:53:00,6,74,23.33333333
10/2/2018,7:53:00,7,78,25.55555556
10/2/2018,8:03:00,8,78,25.55555556
10/2/2018,8:53:00,8,80,26.66666667
10/2/2018,9:40:00,9,83,28.33333333
10/2/2018,9:53:00,9,83,28.33333333
10/2/2018,10:01:00,10,84,28.88888889
10/2/2018,10:02:00,10,84,28.88888889
10/2/2018,10:34:00,10,86,30
10/2/2018,10:53:00,10,86,30
10/2/2018,11:53:00,11,87,30.55555556
10/2/2018,12:53:00,12,86,30
10/2/2018,13:53:00,13,86,30
10/2/2018,14:53:00,14,86,30
10/2/2018,15:53:00,15,85,29.44444444
10/2/2018,16:53:00,16,83,28.33333333
10/2/2018,17:53:00,17,82,27.77777778
10/2/2018,18:53:00,18,81,27.22222222
10/2/2018,19:53:00,19,80,26.66666667
10/2/2018,20:53:00,20,79,26.11111111
10/2/2018,21:53:00,21,78,25.55555556
10/2/2018,22:53:00,22,77,25
10/2/2018,23:53:00,23,76,24.44444444
10/3/2018,0:53:00,0,75,23.88888889
10/3/2018,1:53:00,1,75,23.88888889
10/3/2018,2:17:00,2,75,23.88888889
10/3/2018,2:53:00,2,76,24.44444444
10/3/2018,3:53:00,3,75,23.88888889
10/3/2018,4:44:00,4,75,23.88888889
10/3/2018,4:53:00,4,75,23.88888889
10/3/2018,5:09:00,5,75,23.88888889
10/3/2018,5:53:00,5,74,23.33333333
10/3/2018,6:53:00,6,75,23.88888889
10/3/2018,7:53:00,7,81,27.22222222
10/3/2018,8:53:00,8,82,27.77777778
10/3/2018,9:53:00,9,86,30
10/3/2018,10:53:00,10,87,30.55555556
10/3/2018,11:51:00,11,88,31.11111111
10/3/2018,11:53:00,11,87,30.55555556
10/3/2018,12:02:00,12,88,31.11111111
10/3/2018,12:53:00,12,89,31.66666667
10/3/2018,13:53:00,13,87,30.55555556
10/3/2018,14:53:00,14,88,31.11111111
10/3/2018,15:53:00,15,89,31.66666667
10/3/2018,16:53:00,16,87,30.55555556
10/3/2018,17:53:00,17,84,28.88888889
10/3/2018,18:53:00,18,82,27.77777778
10/3/2018,19:53:00,19,80,26.66666667
10/3/2018,20:53:00,20,79,26.11111111
10/3/2018,21:53:00,21,79,26.11111111
10/3/2018,22:53:00,22,78,25.55555556
10/3/2018,23:53:00,23,78,25.55555556
10/4/2018,0:53:00,0,77,25
10/4/2018,1:53:00,1,77,25
10/4/2018,2:53:00,2,76,24.44444444
10/4/2018,3:53:00,3,76,24.44444444
10/4/2018,4:53:00,4,76,24.44444444
10/4/2018,5:53:00,5,75,23.88888889
10/4/2018,6:53:00,6,76,24.44444444
10/4/2018,7:53:00,7,81,27.22222222
10/4/2018,8:53:00,8,83,28.33333333
10/4/2018,9:53:00,9,85,29.44444444
10/4/2018,10:53:00,10,88,31.11111111
10/4/2018,11:53:00,11,88,31.11111111
10/4/2018,12:53:00,12,90,32.22222222
10/4/2018,13:53:00,13,87,30.55555556
10/4/2018,14:53:00,14,87,30.55555556
10/4/2018,15:53:00,15,87,30.55555556
10/4/2018,16:53:00,16,88,31.11111111
10/4/2018,17:53:00,17,84,28.88888889
10/4/2018,18:53:00,18,82,27.77777778
10/4/2018,19:53:00,19,80,26.66666667
10/4/2018,20:53:00,20,79,26.11111111
10/4/2018,21:53:00,21,78,25.55555556
10/4/2018,22:53:00,22,78,25.55555556
10/4/2018,23:53:00,23,77,25
10/5/2018,0:53:00,0,77,25
10/5/2018,1:53:00,1,77,25
10/5/2018,2:53:00,2,76,24.44444444
10/5/2018,3:53:00,3,77,25
10/5/2018,4:53:00,4,76,24.44444444
10/5/2018,5:53:00,5,76,24.44444444
10/5/2018,6:53:00,6,78,25.55555556
10/5/2018,7:53:00,7,82,27.77777778
10/5/2018,8:53:00,8,84,28.88888889
10/5/2018,9:53:00,9,86,30
10/5/2018,10:53:00,10,87,30.55555556
10/5/2018,11:53:00,11,89,31.66666667
10/5/2018,12:53:00,12,87,30.55555556
10/5/2018,13:53:00,13,87,30.55555556
10/5/2018,14:53:00,14,86,30
10/5/2018,15:53:00,15,87,30.55555556
10/5/2018,16:53:00,16,86,30
10/5/2018,17:53:00,17,83,28.33333333
10/5/2018,18:53:00,18,82,27.77777778
10/5/2018,19:53:00,19,80,26.66666667
10/5/2018,20:53:00,20,80,26.66666667
10/5/2018,21:53:00,21,79,26.11111111
10/5/2018,22:53:00,22,79,26.11111111
10/5/2018,23:53:00,23,78,25.55555556
10/6/2018,0:53:00,0,77,25
10/6/2018,1:53:00,1,77,25
10/6/2018,2:53:00,2,77,25
10/6/2018,3:53:00,3,76,24.44444444
10/6/2018,4:53:00,4,75,23.88888889
10/6/2018,5:53:00,5,76,24.44444444
10/6/2018,6:53:00,6,76,24.44444444
10/6/2018,7:53:00,7,81,27.22222222
10/6/2018,8:53:00,8,84,28.88888889
10/6/2018,9:53:00,9,86,30
10/6/2018,10:53:00,10,88,31.11111111
10/6/2018,11:53:00,11,88,31.11111111
10/6/2018,12:53:00,12,91,32.77777778
10/6/2018,13:53:00,13,91,32.77777778
10/6/2018,14:53:00,14,89,31.66666667
10/6/2018,15:53:00,15,89,31.66666667
10/6/2018,16:53:00,16,84,28.88888889
10/6/2018,17:00:00,17,82,27.77777778
10/6/2018,17:53:00,17,82,27.77777778
10/6/2018,18:53:00,18,81,27.22222222
10/6/2018,19:53:00,19,81,27.22222222
10/6/2018,20:53:00,20,81,27.22222222
10/6/2018,21:53:00,21,80,26.66666667
10/6/2018,22:53:00,22,80,26.66666667
10/6/2018,23:53:00,23,80,26.66666667
10/7/2018,0:53:00,0,79,26.11111111
10/7/2018,1:53:00,1,79,26.11111111
10/7/2018,2:53:00,2,79,26.11111111
10/7/2018,3:53:00,3,77,25
10/7/2018,4:53:00,4,76,24.44444444
10/7/2018,5:53:00,5,77,25
10/7/2018,6:53:00,6,77,25
10/7/2018,7:53:00,7,82,27.77777778
10/7/2018,8:53:00,8,85,29.44444444
10/7/2018,9:53:00,9,86,30
10/7/2018,10:53:00,10,89,31.66666667
10/7/2018,11:23:00,11,86,30
10/7/2018,11:32:00,11,86,30
10/7/2018,11:53:00,11,88,31.11111111
10/7/2018,12:05:00,12,90,32.22222222
10/7/2018,12:53:00,12,89,31.66666667
10/7/2018,13:53:00,13,90,32.22222222
10/7/2018,14:53:00,14,84,28.88888889
10/7/2018,15:24:00,15,86,30
10/7/2018,15:53:00,15,86,30
10/7/2018,16:53:00,16,84,28.88888889
10/7/2018,17:53:00,17,82,27.77777778
10/7/2018,18:53:00,18,77,25
10/7/2018,19:53:00,19,78,25.55555556
10/7/2018,20:53:00,20,79,26.11111111
10/7/2018,21:53:00,21,78,25.55555556
10/7/2018,22:53:00,22,79,26.11111111
10/7/2018,23:53:00,23,79,26.11111111
10/8/2018,0:53:00,0,78,25.55555556
10/8/2018,1:53:00,1,77,25
10/8/2018,2:53:00,2,76,24.44444444
10/8/2018,3:53:00,3,75,23.88888889
10/8/2018,4:53:00,4,76,24.44444444
10/8/2018,5:53:00,5,76,24.44444444
10/8/2018,6:53:00,6,77,25
10/8/2018,7:53:00,7,81,27.22222222
10/8/2018,8:53:00,8,85,29.44444444
10/8/2018,9:53:00,9,86,30
10/8/2018,10:53:00,10,86,30
10/8/2018,11:53:00,11,81,27.22222222
10/8/2018,12:26:00,12,78,25.55555556
10/8/2018,12:29:00,12,78,25.55555556
10/8/2018,12:53:00,12,85,29.44444444
10/8/2018,13:53:00,13,86,30
10/8/2018,14:53:00,14,86,30
10/8/2018,15:53:00,15,84,28.88888889
10/8/2018,16:53:00,16,84,28.88888889
10/8/2018,17:53:00,17,82,27.77777778
10/8/2018,18:53:00,18,80,26.66666667
10/8/2018,19:53:00,19,80,26.66666667
10/8/2018,20:53:00,20,79,26.11111111
10/8/2018,21:53:00,21,78,25.55555556
10/8/2018,22:53:00,22,79,26.11111111
10/8/2018,23:53:00,23,78,25.55555556
10/9/2018,0:53:00,0,79,26.11111111
10/9/2018,1:53:00,1,79,26.11111111
10/9/2018,2:53:00,2,78,25.55555556
10/9/2018,3:53:00,3,78,25.55555556
10/9/2018,4:53:00,4,78,25.55555556
10/9/2018,5:53:00,5,78,25.55555556
10/9/2018,6:53:00,6,79,26.11111111
10/9/2018,7:53:00,7,81,27.22222222
10/9/2018,8:53:00,8,82,27.77777778
10/9/2018,9:53:00,9,84,28.88888889
10/9/2018,10:53:00,10,86,30
10/9/2018,11:53:00,11,88,31.11111111
10/9/2018,12:53:00,12,89,31.66666667
10/9/2018,13:53:00,13,87,30.55555556
10/9/2018,14:53:00,14,89,31.66666667
10/9/2018,15:53:00,15,88,31.11111111
10/9/2018,16:53:00,16,85,29.44444444
10/9/2018,17:53:00,17,83,28.33333333
10/9/2018,18:53:00,18,83,28.33333333
10/9/2018,19:53:00,19,80,26.66666667
10/9/2018,20:13:00,20,78,25.55555556
10/9/2018,20:53:00,20,77,25
10/9/2018,21:53:00,21,75,23.88888889
10/9/2018,22:44:00,22,75,23.88888889
10/9/2018,22:53:00,22,75,23.88888889
10/9/2018,23:53:00,23,75,23.88888889
10/10/2018,0:53:00,0,74,23.33333333
10/10/2018,1:53:00,1,73,22.77777778
10/10/2018,2:53:00,2,73,22.77777778
10/10/2018,3:53:00,3,73,22.77777778
10/10/2018,4:53:00,4,73,22.77777778
10/10/2018,5:53:00,5,73,22.77777778
10/10/2018,6:01:00,6,73,22.77777778
10/10/2018,6:53:00,6,75,23.88888889
10/10/2018,7:03:00,7,75,23.88888889
10/10/2018,7:53:00,7,77,25
10/10/2018,8:53:00,8,81,27.22222222
10/10/2018,9:53:00,9,82,27.77777778
10/10/2018,10:53:00,10,84,28.88888889
10/10/2018,11:53:00,11,86,30
10/10/2018,12:53:00,12,86,30
10/10/2018,13:53:00,13,87,30.55555556
10/10/2018,14:53:00,14,86,30
10/10/2018,15:53:00,15,86,30
10/10/2018,16:53:00,16,83,28.33333333
10/10/2018,17:53:00,17,80,26.66666667
10/10/2018,18:53:00,18,76,24.44444444
10/10/2018,19:53:00,19,75,23.88888889
10/10/2018,20:53:00,20,74,23.33333333
10/10/2018,21:53:00,21,73,22.77777778
10/10/2018,22:53:00,22,72,22.22222222
10/10/2018,23:53:00,23,72,22.22222222
10/11/2018,0:53:00,0,71,21.66666667
10/11/2018,1:53:00,1,69,20.55555556
10/11/2018,2:53:00,2,68,20
10/11/2018,3:53:00,3,67,19.44444444
10/11/2018,4:53:00,4,67,19.44444444
10/11/2018,5:53:00,5,66,18.88888889
10/11/2018,6:53:00,6,66,18.88888889
10/11/2018,7:53:00,7,69,20.55555556
10/11/2018,8:53:00,8,71,21.66666667
10/11/2018,9:53:00,9,73,22.77777778
10/11/2018,10:53:00,10,76,24.44444444
10/11/2018,11:53:00,11,78,25.55555556
10/11/2018,12:53:00,12,80,26.66666667
10/11/2018,13:53:00,13,82,27.77777778
10/11/2018,14:53:00,14,82,27.77777778
10/11/2018,15:53:00,15,83,28.33333333
10/11/2018,16:53:00,16,81,27.22222222
10/11/2018,17:53:00,17,78,25.55555556
10/11/2018,18:53:00,18,76,24.44444444
10/11/2018,19:53:00,19,75,23.88888889
10/11/2018,20:53:00,20,74,23.33333333
10/11/2018,21:53:00,21,72,22.22222222
10/11/2018,22:53:00,22,71,21.66666667
10/11/2018,23:53:00,23,69,20.55555556
10/12/2018,0:53:00,0,68,20
10/12/2018,1:53:00,1,68,20
10/12/2018,2:53:00,2,67,19.44444444
10/12/2018,3:53:00,3,67,19.44444444
10/12/2018,4:53:00,4,66,18.88888889
10/12/2018,5:53:00,5,66,18.88888889
10/12/2018,6:53:00,6,68,20
10/12/2018,7:53:00,7,71,21.66666667
10/12/2018,8:53:00,8,74,23.33333333
10/12/2018,9:53:00,9,78,25.55555556
10/12/2018,10:53:00,10,80,26.66666667
10/12/2018,11:53:00,11,81,27.22222222
10/12/2018,12:53:00,12,85,29.44444444
10/12/2018,13:53:00,13,85,29.44444444
10/12/2018,14:53:00,14,84,28.88888889
10/12/2018,15:53:00,15,83,28.33333333
10/12/2018,16:53:00,16,82,27.77777778
10/12/2018,17:53:00,17,79,26.11111111
10/12/2018,18:53:00,18,77,25
10/12/2018,19:53:00,19,76,24.44444444
10/12/2018,20:53:00,20,75,23.88888889
10/12/2018,21:53:00,21,75,23.88888889
10/12/2018,22:53:00,22,74,23.33333333
10/12/2018,23:53:00,23,74,23.33333333
10/13/2018,0:53:00,0,73,22.77777778
10/13/2018,1:53:00,1,73,22.77777778
10/13/2018,2:53:00,2,74,23.33333333
